source,relation,target
milk fever,MENTIONED_IN,chunk_253
vitamin D3,MENTIONED_IN,chunk_253
vitamin D3,CO_OCCURS_WITH,milk fever
vitamin D3 toxicity,MENTIONED_IN,chunk_254
milk fever,MENTIONED_IN,chunk_256
toxicity,MENTIONED_IN,chunk_256
vitamin D3,MENTIONED_IN,chunk_256
vitamin D3,CO_OCCURS_WITH,toxicity
Diseases of peripheral nerves,MENTIONED_IN,chunk_257
peripheral nerve disease,MENTIONED_IN,chunk_258
Sensori-motor neuropathy,MENTIONED_IN,chunk_260
Guillain-Barr syndrome,MENTIONED_IN,chunk_260
motor neuropathy,MENTIONED_IN,chunk_261
nutritional deficiency,MENTIONED_IN,chunk_262
riboflavin,MENTIONED_IN,chunk_262
thiamine,MENTIONED_IN,chunk_262
Peripheral neuropathy,MENTIONED_IN,chunk_262
riboflavin,CO_OCCURS_WITH,nutritional deficiency
riboflavin,CO_OCCURS_WITH,Peripheral neuropathy
thiamine,CO_OCCURS_WITH,nutritional deficiency
thiamine,CO_OCCURS_WITH,Peripheral neuropathy
sensori-motor neuropathy,MENTIONED_IN,chunk_263
autonomic neuropathy,MENTIONED_IN,chunk_264
Diabetes mellitus,MENTIONED_IN,chunk_264
Isoniazid,MENTIONED_IN,chunk_265
neuropathy,MENTIONED_IN,chunk_265
Isoniazid,CO_OCCURS_WITH,neuropathy
Migraine,MENTIONED_IN,chunk_266
cranial neuropathy,MENTIONED_IN,chunk_266
malignancies,MENTIONED_IN,chunk_266
neuropathy,MENTIONED_IN,chunk_267
connective tissue disorders,MENTIONED_IN,chunk_268
neuropathies,MENTIONED_IN,chunk_269
dothiepin hydrochloride,MENTIONED_IN,chunk_270
depressive disorder,MENTIONED_IN,chunk_270
dothiepin hydrochloride,CO_OCCURS_WITH,depressive disorder
depressed,MENTIONED_IN,chunk_271
amitriptyline,MENTIONED_IN,chunk_271
dothiepin,MENTIONED_IN,chunk_271
amitriptyline,CO_OCCURS_WITH,depressed
dothiepin,CO_OCCURS_WITH,depressed
depressive illness,MENTIONED_IN,chunk_272
amitriptyline,MENTIONED_IN,chunk_272
Dothiepin,MENTIONED_IN,chunk_272
amitriptyline,CO_OCCURS_WITH,depressive illness
Dothiepin,CO_OCCURS_WITH,depressive illness
dothiepin,MENTIONED_IN,chunk_273
amitriptyline,MENTIONED_IN,chunk_273
blurred vision,MENTIONED_IN,chunk_273
dry mouth,MENTIONED_IN,chunk_273
amitriptyline,CO_OCCURS_WITH,blurred vision
amitriptyline,CO_OCCURS_WITH,dry mouth
dothiepin,CO_OCCURS_WITH,blurred vision
dothiepin,CO_OCCURS_WITH,dry mouth
Dothiepin,MENTIONED_IN,chunk_274
depressed,MENTIONED_IN,chunk_276
amitriptyline,MENTIONED_IN,chunk_276
Dothiepin,MENTIONED_IN,chunk_276
antidepressant,MENTIONED_IN,chunk_276
Dothiepin,CO_OCCURS_WITH,depressed
antidepressant,CO_OCCURS_WITH,depressed
propranolol,MENTIONED_IN,chunk_277
agoraphobia,MENTIONED_IN,chunk_277
panic disorder,MENTIONED_IN,chunk_277
diazepam,MENTIONED_IN,chunk_277
propranolol,CO_OCCURS_WITH,agoraphobia
propranolol,CO_OCCURS_WITH,panic disorder
diazepam,CO_OCCURS_WITH,agoraphobia
diazepam,CO_OCCURS_WITH,panic disorder
propranolol,MENTIONED_IN,chunk_278
panic disorders,MENTIONED_IN,chunk_278
agoraphobia,MENTIONED_IN,chunk_278
diazepam,MENTIONED_IN,chunk_278
propranolol,CO_OCCURS_WITH,panic disorders
diazepam,CO_OCCURS_WITH,panic disorders
propranolol,MENTIONED_IN,chunk_279
impaired immediate free recall,MENTIONED_IN,chunk_279
diazepam,MENTIONED_IN,chunk_279
propranolol,CO_OCCURS_WITH,impaired immediate free recall
diazepam,CO_OCCURS_WITH,impaired immediate free recall
Delayed free recall was also impaired,MENTIONED_IN,chunk_280
diazepam,MENTIONED_IN,chunk_281
propranolol,MENTIONED_IN,chunk_281
behavioral impairment,MENTIONED_IN,chunk_284
N-[4-(5-nitro-2-furyl)-2-thiazolyl]-formamide,MENTIONED_IN,chunk_285
aspirin,MENTIONED_IN,chunk_285
N-[4-(5-nitro-2-furyl)-2-thiazolyl]-formamide,MENTIONED_IN,chunk_286
FANFT,MENTIONED_IN,chunk_286
bladder carcinomas,MENTIONED_IN,chunk_286
forestomach tumors,MENTIONED_IN,chunk_286
aspirin,MENTIONED_IN,chunk_286
N-[4-(5-nitro-2-furyl)-2-thiazolyl]-formamide,CO_OCCURS_WITH,forestomach tumors
N-[4-(5-nitro-2-furyl)-2-thiazolyl]-formamide,CO_OCCURS_WITH,bladder carcinomas
FANFT,CO_OCCURS_WITH,forestomach tumors
FANFT,CO_OCCURS_WITH,bladder carcinomas
aspirin,CO_OCCURS_WITH,forestomach tumors
aspirin,CO_OCCURS_WITH,bladder carcinomas
FANFT,MENTIONED_IN,chunk_287
aspirin,MENTIONED_IN,chunk_288
FANFT,MENTIONED_IN,chunk_289
aspirin,MENTIONED_IN,chunk_289
FANFT,MENTIONED_IN,chunk_290
aspirin,MENTIONED_IN,chunk_290
FANFT,MENTIONED_IN,chunk_291
aspirin,MENTIONED_IN,chunk_291
FANFT,MENTIONED_IN,chunk_292
FANFT carcinogenesis,MENTIONED_IN,chunk_292
aspirin,MENTIONED_IN,chunk_292
FANFT,CO_OCCURS_WITH,FANFT carcinogenesis
aspirin,CO_OCCURS_WITH,FANFT carcinogenesis
aspirin,MENTIONED_IN,chunk_293
hypotension,MENTIONED_IN,chunk_294
diabetic,MENTIONED_IN,chunk_294
diabetic autonomic neuropathy,MENTIONED_IN,chunk_294
autonomic neuropathy,MENTIONED_IN,chunk_294
nitroglycerin,MENTIONED_IN,chunk_294
nitroglycerin,CO_OCCURS_WITH,autonomic neuropathy
nitroglycerin,CO_OCCURS_WITH,diabetic autonomic neuropathy
nitroglycerin,CO_OCCURS_WITH,diabetic
autonomic neuropathy,MENTIONED_IN,chunk_295
diabetic,MENTIONED_IN,chunk_295
nitroglycerin,MENTIONED_IN,chunk_295
autonomic neuropathy,MENTIONED_IN,chunk_296
diabetic,MENTIONED_IN,chunk_296
adenohypophyseal tumors,MENTIONED_IN,chunk_297
estrogen,MENTIONED_IN,chunk_297
estrogen,CO_OCCURS_WITH,adenohypophyseal tumors
diethylstilbestrol,MENTIONED_IN,chunk_298
DES,MENTIONED_IN,chunk_298
Pituitary tumors,MENTIONED_IN,chunk_298
diethylstilbestrol,CO_OCCURS_WITH,Pituitary tumors
DES,CO_OCCURS_WITH,Pituitary tumors
DES,MENTIONED_IN,chunk_299
acriflavine,MENTIONED_IN,chunk_300
DES,MENTIONED_IN,chunk_301
DES,MENTIONED_IN,chunk_306
DES,MENTIONED_IN,chunk_307
DES,MENTIONED_IN,chunk_309
tumor,MENTIONED_IN,chunk_310
DES,MENTIONED_IN,chunk_310
DES,CO_OCCURS_WITH,tumor
dyazide,MENTIONED_IN,chunk_311
Triamterene nephrolithiasis,MENTIONED_IN,chunk_311
dyazide,CO_OCCURS_WITH,Triamterene nephrolithiasis
triamterene nephrolithiasis,MENTIONED_IN,chunk_312
hydrochlorothiazide-triamterene,MENTIONED_IN,chunk_312
hypertension,MENTIONED_IN,chunk_312
hydrochlorothiazide-triamterene,CO_OCCURS_WITH,triamterene nephrolithiasis
hydrochlorothiazide-triamterene,CO_OCCURS_WITH,hypertension
uric acid salts,MENTIONED_IN,chunk_313
triamterene,MENTIONED_IN,chunk_313
triamterene nephrolithiasis,MENTIONED_IN,chunk_314
adriamycin cardiotoxicity,MENTIONED_IN,chunk_315
cardiotoxic,MENTIONED_IN,chunk_316
adriamycin,MENTIONED_IN,chunk_316
adriamycin,CO_OCCURS_WITH,cardiotoxic
Adriamycin,MENTIONED_IN,chunk_317
adriamycin,MENTIONED_IN,chunk_318
phosphorylcreatine,MENTIONED_IN,chunk_318
phophorylcreatine,MENTIONED_IN,chunk_319
creatine,MENTIONED_IN,chunk_320
adenosine,MENTIONED_IN,chunk_321
ATP,MENTIONED_IN,chunk_321
adriamycin,MENTIONED_IN,chunk_322
adenosine,MENTIONED_IN,chunk_322
streptomycin,MENTIONED_IN,chunk_323
neurotoxic,MENTIONED_IN,chunk_323
streptomycin,CO_OCCURS_WITH,neurotoxic
Streptomycin,MENTIONED_IN,chunk_324
streptomycin,MENTIONED_IN,chunk_327
Abnormal movements,MENTIONED_IN,chunk_327
dyskinesias,MENTIONED_IN,chunk_327
deafness,MENTIONED_IN,chunk_327
streptomycin,CO_OCCURS_WITH,Abnormal movements
streptomycin,CO_OCCURS_WITH,dyskinesias
streptomycin,CO_OCCURS_WITH,deafness
glomerulonephritis,MENTIONED_IN,chunk_328
rifampin,MENTIONED_IN,chunk_328
pulmonary tuberculosis,MENTIONED_IN,chunk_328
rifampin,CO_OCCURS_WITH,glomerulonephritis
rifampin,CO_OCCURS_WITH,pulmonary tuberculosis
glomerulonephritis,MENTIONED_IN,chunk_329
rifampin,MENTIONED_IN,chunk_329
isoniazid,MENTIONED_IN,chunk_330
renal failure,MENTIONED_IN,chunk_330
rifampin,MENTIONED_IN,chunk_330
pulmonary tuberculosis,MENTIONED_IN,chunk_330
isoniazid,CO_OCCURS_WITH,renal failure
isoniazid,CO_OCCURS_WITH,pulmonary tuberculosis
rifampin,CO_OCCURS_WITH,renal failure
glomerulonephritis,MENTIONED_IN,chunk_331
glomerulonephritis,MENTIONED_IN,chunk_332
glomerulonephritis,MENTIONED_IN,chunk_333
rifampin,MENTIONED_IN,chunk_333
puromycin aminonucleoside,MENTIONED_IN,chunk_334
nephropathy,MENTIONED_IN,chunk_334
puromycin aminonucleoside,CO_OCCURS_WITH,nephropathy
nephropathy,MENTIONED_IN,chunk_335
PAN,MENTIONED_IN,chunk_335
puromycin aminonucleoside,MENTIONED_IN,chunk_335
oxygen,MENTIONED_IN,chunk_335
proteinuria,MENTIONED_IN,chunk_335
PAN,CO_OCCURS_WITH,proteinuria
PAN,CO_OCCURS_WITH,nephropathy
puromycin aminonucleoside,CO_OCCURS_WITH,proteinuria
oxygen,CO_OCCURS_WITH,proteinuria
oxygen,CO_OCCURS_WITH,nephropathy
proteinuria,MENTIONED_IN,chunk_336
PAN,MENTIONED_IN,chunk_337
puromycin aminonucleoside,MENTIONED_IN,chunk_337
thiobarbituric acid,MENTIONED_IN,chunk_340
Proteinuria,MENTIONED_IN,chunk_341
PAN nephropathy,MENTIONED_IN,chunk_343
proteinuric injury,MENTIONED_IN,chunk_343
sleep disturbance,MENTIONED_IN,chunk_344
Clomipramine,MENTIONED_IN,chunk_344
Clomipramine,CO_OCCURS_WITH,sleep disturbance
clomipramine,MENTIONED_IN,chunk_345
sleep disturbance,MENTIONED_IN,chunk_345
clomipramine,CO_OCCURS_WITH,sleep disturbance
clomipramine,MENTIONED_IN,chunk_346
clomipramine,MENTIONED_IN,chunk_349
sleep disturbance,MENTIONED_IN,chunk_350
clomipramine,MENTIONED_IN,chunk_351
Angioedema,MENTIONED_IN,chunk_352
metoprolol,MENTIONED_IN,chunk_352
metoprolol,CO_OCCURS_WITH,Angioedema
chest pain,MENTIONED_IN,chunk_353
pulmonary edema,MENTIONED_IN,chunk_353
coronary artery disease,MENTIONED_IN,chunk_354
diabetes mellitus,MENTIONED_IN,chunk_354
hypertension,MENTIONED_IN,chunk_354
myocardial infarctions,MENTIONED_IN,chunk_354
lisinopril,MENTIONED_IN,chunk_355
angioedema,MENTIONED_IN,chunk_355
lisinopril,CO_OCCURS_WITH,angioedema
angiotensin,MENTIONED_IN,chunk_356
angioedema,MENTIONED_IN,chunk_358
metoprolol,MENTIONED_IN,chunk_358
metoprolol,CO_OCCURS_WITH,angioedema
steroids,MENTIONED_IN,chunk_359
diphenhydramine,MENTIONED_IN,chunk_359
angioedema,MENTIONED_IN,chunk_359
diphenhydramine,CO_OCCURS_WITH,angioedema
steroids,CO_OCCURS_WITH,angioedema
coniine,MENTIONED_IN,chunk_360
Coniine,MENTIONED_IN,chunk_361
arthrogryposis,MENTIONED_IN,chunk_362
arthrogryposis,MENTIONED_IN,chunk_363
coniine,MENTIONED_IN,chunk_363
coniine,CO_OCCURS_WITH,arthrogryposis
nicotine,MENTIONED_IN,chunk_364
coniine,MENTIONED_IN,chunk_364
nicotine,MENTIONED_IN,chunk_365
coniine,MENTIONED_IN,chunk_365
deformations,MENTIONED_IN,chunk_372
nicotine,MENTIONED_IN,chunk_373
coniine,MENTIONED_IN,chunk_373
nicotine,MENTIONED_IN,chunk_374
coniine,MENTIONED_IN,chunk_374
deformations,MENTIONED_IN,chunk_374
excessive flexion or extension of one or more toes,MENTIONED_IN,chunk_374
nicotine,CO_OCCURS_WITH,excessive flexion or extension of one or more toes
nicotine,CO_OCCURS_WITH,deformations
coniine,CO_OCCURS_WITH,excessive flexion or extension of one or more toes
coniine,CO_OCCURS_WITH,deformations
cranial hemorrhage,MENTIONED_IN,chunk_375
nicotine,MENTIONED_IN,chunk_375
nicotine,CO_OCCURS_WITH,cranial hemorrhage
nicotine,MENTIONED_IN,chunk_377
coniine,MENTIONED_IN,chunk_377
coniine,MENTIONED_IN,chunk_379
nicotine,MENTIONED_IN,chunk_380
arthrogryposis,MENTIONED_IN,chunk_381
coniine,MENTIONED_IN,chunk_381
prostaglandin E1,MENTIONED_IN,chunk_382
hypotension,MENTIONED_IN,chunk_382
trimethaphan,MENTIONED_IN,chunk_382
prostaglandin E1,CO_OCCURS_WITH,hypotension
trimethaphan,CO_OCCURS_WITH,hypotension
trimethaphan,MENTIONED_IN,chunk_383
isoflurane,MENTIONED_IN,chunk_383
hypotension,MENTIONED_IN,chunk_383
prostaglandin E1,MENTIONED_IN,chunk_383
PGE1,MENTIONED_IN,chunk_383
TMP,MENTIONED_IN,chunk_383
isoflurane,CO_OCCURS_WITH,hypotension
PGE1,CO_OCCURS_WITH,hypotension
TMP,CO_OCCURS_WITH,hypotension
PGE1,MENTIONED_IN,chunk_387
TMP,MENTIONED_IN,chunk_389
hypotensive,MENTIONED_IN,chunk_390
TMP,MENTIONED_IN,chunk_391
PGE1,MENTIONED_IN,chunk_391
hypotension,MENTIONED_IN,chunk_392
PGE1,MENTIONED_IN,chunk_392
TMP,MENTIONED_IN,chunk_394
PGE1,MENTIONED_IN,chunk_394
TMP,MENTIONED_IN,chunk_402
PGE1,MENTIONED_IN,chunk_402
hypotensive,MENTIONED_IN,chunk_402
TMP,CO_OCCURS_WITH,hypotensive
PGE1,CO_OCCURS_WITH,hypotensive
axonal damage,MENTIONED_IN,chunk_403
axonal injury,MENTIONED_IN,chunk_404
lactate,MENTIONED_IN,chunk_405
injury in the cortex,MENTIONED_IN,chunk_405
lactate,CO_OCCURS_WITH,injury in the cortex
status epilepticus,MENTIONED_IN,chunk_406
Infarcts in substantia nigra pars reticulata,MENTIONED_IN,chunk_406
pilocarpine,MENTIONED_IN,chunk_406
pilocarpine,CO_OCCURS_WITH,status epilepticus
pilocarpine,CO_OCCURS_WITH,Infarcts in substantia nigra pars reticulata
traumatic,MENTIONED_IN,chunk_409
axonal damage,MENTIONED_IN,chunk_409
Parkinson disability,MENTIONED_IN,chunk_410
fluoxetine,MENTIONED_IN,chunk_410
fluoxetine,CO_OCCURS_WITH,Parkinson disability
Parkinson's disease,MENTIONED_IN,chunk_411
Depression,MENTIONED_IN,chunk_411
idiopathic Parkinson's disease,MENTIONED_IN,chunk_412
motor disability,MENTIONED_IN,chunk_412
antidepressant fluoxetine,MENTIONED_IN,chunk_412
antidepressant fluoxetine,CO_OCCURS_WITH,idiopathic Parkinson's disease
antidepressant fluoxetine,CO_OCCURS_WITH,motor disability
Parkinson's disease,MENTIONED_IN,chunk_413
fluoxetine,MENTIONED_IN,chunk_413
dopamine,MENTIONED_IN,chunk_413
fluoxetine,CO_OCCURS_WITH,Parkinson's disease
dopamine,CO_OCCURS_WITH,Parkinson's disease
Acetaminophen,MENTIONED_IN,chunk_414
hypotension,MENTIONED_IN,chunk_414
Acetaminophen,CO_OCCURS_WITH,hypotension
acetaminophen,MENTIONED_IN,chunk_415
cardiovascular toxicities,MENTIONED_IN,chunk_416
acetaminophen,MENTIONED_IN,chunk_416
acetaminophen,CO_OCCURS_WITH,cardiovascular toxicities
anaphylaxis,MENTIONED_IN,chunk_417
hypotension,MENTIONED_IN,chunk_417
acetaminophen,MENTIONED_IN,chunk_417
acetaminophen,CO_OCCURS_WITH,anaphylaxis
acetaminophen,CO_OCCURS_WITH,hypotension
hypotension,MENTIONED_IN,chunk_418
critically ill,MENTIONED_IN,chunk_418
acetaminophen,MENTIONED_IN,chunk_418
acetaminophen,CO_OCCURS_WITH,critically ill
allergic reactions,MENTIONED_IN,chunk_419
hypotensive,MENTIONED_IN,chunk_420
hypotension,MENTIONED_IN,chunk_421
acetaminophen,MENTIONED_IN,chunk_421
hepatitis,MENTIONED_IN,chunk_422
ceftriaxone,MENTIONED_IN,chunk_422
autoimmune hemolytic anemia,MENTIONED_IN,chunk_422
erythroblastocytopenia,MENTIONED_IN,chunk_422
ceftriaxone,CO_OCCURS_WITH,hepatitis
ceftriaxone,CO_OCCURS_WITH,autoimmune hemolytic anemia
ceftriaxone,CO_OCCURS_WITH,erythroblastocytopenia
hepatitis,MENTIONED_IN,chunk_423
ceftriaxone,MENTIONED_IN,chunk_423
autoimmune hemolytic anemia,MENTIONED_IN,chunk_424
bilirubin,MENTIONED_IN,chunk_424
erythroblastocytopenia,MENTIONED_IN,chunk_424
beta lactam,MENTIONED_IN,chunk_424
bilirubin,CO_OCCURS_WITH,autoimmune hemolytic anemia
bilirubin,CO_OCCURS_WITH,erythroblastocytopenia
beta lactam,CO_OCCURS_WITH,autoimmune hemolytic anemia
beta lactam,CO_OCCURS_WITH,erythroblastocytopenia
steroids,MENTIONED_IN,chunk_425
beta lactam,MENTIONED_IN,chunk_426
tardive dyskinesia,MENTIONED_IN,chunk_432
extrapyramidal symptoms,MENTIONED_IN,chunk_432
weight gain,MENTIONED_IN,chunk_432
orthostatic hypotension,MENTIONED_IN,chunk_432
EPS,MENTIONED_IN,chunk_432
sexual dysfunction,MENTIONED_IN,chunk_432
agranulocytosis,MENTIONED_IN,chunk_433
seizure,MENTIONED_IN,chunk_433
weight gain,MENTIONED_IN,chunk_433
clozapine,MENTIONED_IN,chunk_433
EPS,MENTIONED_IN,chunk_433
sexual dysfunction,MENTIONED_IN,chunk_433
clozapine,CO_OCCURS_WITH,agranulocytosis
clozapine,CO_OCCURS_WITH,seizure
clozapine,CO_OCCURS_WITH,weight gain
clozapine,CO_OCCURS_WITH,EPS
clozapine,CO_OCCURS_WITH,sexual dysfunction
fangchinoline,MENTIONED_IN,chunk_434
platelet aggregation,MENTIONED_IN,chunk_434
thrombosis,MENTIONED_IN,chunk_434
tetrandrine,MENTIONED_IN,chunk_434
fangchinoline,CO_OCCURS_WITH,platelet aggregation
fangchinoline,CO_OCCURS_WITH,thrombosis
tetrandrine,CO_OCCURS_WITH,platelet aggregation
tetrandrine,CO_OCCURS_WITH,thrombosis
Tetrandrine,MENTIONED_IN,chunk_435
bisbenzylisoquinoline,MENTIONED_IN,chunk_435
fangchinoline,MENTIONED_IN,chunk_435
FAN,MENTIONED_IN,chunk_435
TET,MENTIONED_IN,chunk_435
epinephrine,MENTIONED_IN,chunk_436
platelet aggregation,MENTIONED_IN,chunk_436
EP,MENTIONED_IN,chunk_436
FAN,MENTIONED_IN,chunk_436
thrombosis,MENTIONED_IN,chunk_436
blood coagulation,MENTIONED_IN,chunk_436
TET,MENTIONED_IN,chunk_436
FAN,CO_OCCURS_WITH,platelet aggregation
FAN,CO_OCCURS_WITH,thrombosis
FAN,CO_OCCURS_WITH,blood coagulation
TET,CO_OCCURS_WITH,platelet aggregation
TET,CO_OCCURS_WITH,thrombosis
TET,CO_OCCURS_WITH,blood coagulation
EP,CO_OCCURS_WITH,platelet aggregation
EP,CO_OCCURS_WITH,thrombosis
EP,CO_OCCURS_WITH,blood coagulation
epinephrine,CO_OCCURS_WITH,platelet aggregation
epinephrine,CO_OCCURS_WITH,thrombosis
epinephrine,CO_OCCURS_WITH,blood coagulation
ASA,MENTIONED_IN,chunk_438
FAN,MENTIONED_IN,chunk_438
thrombosis,MENTIONED_IN,chunk_438
acetylsalicylic acid,MENTIONED_IN,chunk_438
TET,MENTIONED_IN,chunk_438
ASA,CO_OCCURS_WITH,thrombosis
acetylsalicylic acid,CO_OCCURS_WITH,thrombosis
FAN,MENTIONED_IN,chunk_440
TET,MENTIONED_IN,chunk_440
platelet aggregations,MENTIONED_IN,chunk_440
FAN,CO_OCCURS_WITH,platelet aggregations
TET,CO_OCCURS_WITH,platelet aggregations
FAN,MENTIONED_IN,chunk_441
TET,MENTIONED_IN,chunk_441
FAN,MENTIONED_IN,chunk_442
TET,MENTIONED_IN,chunk_442
nonsmall cell lung carcinoma,MENTIONED_IN,chunk_443
cisplatin,MENTIONED_IN,chunk_443
vinorelbine,MENTIONED_IN,chunk_443
Gemcitabine,MENTIONED_IN,chunk_443
cisplatin,CO_OCCURS_WITH,nonsmall cell lung carcinoma
vinorelbine,CO_OCCURS_WITH,nonsmall cell lung carcinoma
Gemcitabine,CO_OCCURS_WITH,nonsmall cell lung carcinoma
nonsmall cell lung carcinoma,MENTIONED_IN,chunk_445
toxicity,MENTIONED_IN,chunk_445
NSCLC,MENTIONED_IN,chunk_445
vinorelbine,MENTIONED_IN,chunk_446
GEM,MENTIONED_IN,chunk_446
gemcitabine,MENTIONED_IN,chunk_446
VNB,MENTIONED_IN,chunk_446
toxicity,MENTIONED_IN,chunk_446
GEM,CO_OCCURS_WITH,toxicity
VNB,CO_OCCURS_WITH,toxicity
vinorelbine,CO_OCCURS_WITH,toxicity
gemcitabine,CO_OCCURS_WITH,toxicity
GEM,MENTIONED_IN,chunk_447
cisplatin,MENTIONED_IN,chunk_447
VNB,MENTIONED_IN,chunk_447
toxicity,MENTIONED_IN,chunk_447
NSCLC,MENTIONED_IN,chunk_447
GEM,CO_OCCURS_WITH,NSCLC
VNB,CO_OCCURS_WITH,NSCLC
cisplatin,CO_OCCURS_WITH,toxicity
cisplatin,CO_OCCURS_WITH,NSCLC
cisplatin,MENTIONED_IN,chunk_448
NSCLC,MENTIONED_IN,chunk_448
toxicity,MENTIONED_IN,chunk_449
GEM,MENTIONED_IN,chunk_450
VNB,MENTIONED_IN,chunk_450
Toxicity,MENTIONED_IN,chunk_455
neurotoxicity,MENTIONED_IN,chunk_456
thrombocytopenia,MENTIONED_IN,chunk_456
neutropenia,MENTIONED_IN,chunk_456
sepsis,MENTIONED_IN,chunk_457
neutropenia,MENTIONED_IN,chunk_457
neutropenia,MENTIONED_IN,chunk_458
GEM,MENTIONED_IN,chunk_460
VNB,MENTIONED_IN,chunk_460
myelosuppression,MENTIONED_IN,chunk_461
toxicity,MENTIONED_IN,chunk_463
NSCLC,MENTIONED_IN,chunk_463
Warfarin,MENTIONED_IN,chunk_464
artery calcification,MENTIONED_IN,chunk_464
vitamin D,MENTIONED_IN,chunk_464
Warfarin,CO_OCCURS_WITH,artery calcification
vitamin D,CO_OCCURS_WITH,artery calcification
artery calcification,MENTIONED_IN,chunk_465
Warfarin,MENTIONED_IN,chunk_465
vitamin D,MENTIONED_IN,chunk_465
calcification,MENTIONED_IN,chunk_465
Warfarin,CO_OCCURS_WITH,calcification
vitamin D,CO_OCCURS_WITH,calcification
artery calcification,MENTIONED_IN,chunk_466
Warfarin,MENTIONED_IN,chunk_466
Warfarin,MENTIONED_IN,chunk_467
calcification of the artery,MENTIONED_IN,chunk_467
calcification,MENTIONED_IN,chunk_467
Warfarin,CO_OCCURS_WITH,calcification of the artery
artery calcification,MENTIONED_IN,chunk_468
Warfarin,MENTIONED_IN,chunk_468
Warfarin,MENTIONED_IN,chunk_469
artery calcification,MENTIONED_IN,chunk_469
Warfarin,MENTIONED_IN,chunk_470
calcification of the artery,MENTIONED_IN,chunk_470
artery calcification,MENTIONED_IN,chunk_470
artery calcification,MENTIONED_IN,chunk_471
Warfarin,MENTIONED_IN,chunk_471
phosphate,MENTIONED_IN,chunk_471
phosphate,CO_OCCURS_WITH,artery calcification
Warfarin,MENTIONED_IN,chunk_472
artery calcification,MENTIONED_IN,chunk_472
phosphate,MENTIONED_IN,chunk_472
Warfarin,MENTIONED_IN,chunk_473
vitamin D,MENTIONED_IN,chunk_473
artery calcification,MENTIONED_IN,chunk_473
calcification of the artery,MENTIONED_IN,chunk_474
vitamin D,MENTIONED_IN,chunk_474
vitamin D,CO_OCCURS_WITH,calcification of the artery
Warfarin,MENTIONED_IN,chunk_475
vitamin K,MENTIONED_IN,chunk_475
calcification of the artery,MENTIONED_IN,chunk_475
vitamin K,CO_OCCURS_WITH,calcification of the artery
Warfarin,MENTIONED_IN,chunk_476
vitamin D,MENTIONED_IN,chunk_476
calcification,MENTIONED_IN,chunk_476
artery calcification,MENTIONED_IN,chunk_477
vitamin D,MENTIONED_IN,chunk_477
calcium,MENTIONED_IN,chunk_477
calcium,CO_OCCURS_WITH,artery calcification
Warfarin,MENTIONED_IN,chunk_478
vitamin D,MENTIONED_IN,chunk_478
calcium,MENTIONED_IN,chunk_478
calcification,MENTIONED_IN,chunk_478
calcium,CO_OCCURS_WITH,calcification
artery calcification,MENTIONED_IN,chunk_479
Warfarin,MENTIONED_IN,chunk_479
vitamin D,MENTIONED_IN,chunk_479
gamma-carboxylated,MENTIONED_IN,chunk_479
gamma-carboxylated,CO_OCCURS_WITH,artery calcification
calcification,MENTIONED_IN,chunk_480
gamma-carboxyglutamate,MENTIONED_IN,chunk_480
gamma-carboxyglutamate,CO_OCCURS_WITH,calcification
mania,MENTIONED_IN,chunk_481
Antidepressant,MENTIONED_IN,chunk_481
bipolar,MENTIONED_IN,chunk_481
Antidepressant,CO_OCCURS_WITH,mania
Antidepressant,CO_OCCURS_WITH,bipolar
mania,MENTIONED_IN,chunk_482
antidepressants,MENTIONED_IN,chunk_482
bipolar depression,MENTIONED_IN,chunk_482
antidepressants,CO_OCCURS_WITH,mania
antidepressants,CO_OCCURS_WITH,bipolar depression
bipolar disorder,MENTIONED_IN,chunk_483
hypomanic,MENTIONED_IN,chunk_484
DSM-IV bipolar I,MENTIONED_IN,chunk_484
manic,MENTIONED_IN,chunk_484
bipolar II,MENTIONED_IN,chunk_485
antidepressant,MENTIONED_IN,chunk_485
manic,MENTIONED_IN,chunk_485
antidepressant,CO_OCCURS_WITH,bipolar II
antidepressant,CO_OCCURS_WITH,manic
SSRIs,MENTIONED_IN,chunk_486
serotonin reuptake inhibitors,MENTIONED_IN,chunk_486
antidepressant,MENTIONED_IN,chunk_486
lithium,MENTIONED_IN,chunk_486
hypomanic,MENTIONED_IN,chunk_488
mania,MENTIONED_IN,chunk_488
SSRIs,MENTIONED_IN,chunk_488
hypomania,MENTIONED_IN,chunk_488
manic,MENTIONED_IN,chunk_488
SSRIs,CO_OCCURS_WITH,hypomanic
SSRIs,CO_OCCURS_WITH,mania
SSRIs,CO_OCCURS_WITH,hypomania
SSRIs,CO_OCCURS_WITH,manic
bipolar I,MENTIONED_IN,chunk_489
bipolar II,MENTIONED_IN,chunk_490
manic,MENTIONED_IN,chunk_492
antidepressant,MENTIONED_IN,chunk_492
lithium,MENTIONED_IN,chunk_492
lithium,CO_OCCURS_WITH,manic
Caffeine,MENTIONED_IN,chunk_493
cardiac arrhythmia,MENTIONED_IN,chunk_493
Caffeine,CO_OCCURS_WITH,cardiac arrhythmia
mitral valve prolapse,MENTIONED_IN,chunk_494
caffeine,MENTIONED_IN,chunk_494
ventricular fibrillation,MENTIONED_IN,chunk_494
caffeine,CO_OCCURS_WITH,mitral valve prolapse
caffeine,CO_OCCURS_WITH,ventricular fibrillation
retention of urine,MENTIONED_IN,chunk_495
