id,label,name
chunk_183,TextChunk,"Three months later the patient was exposed to a single dose of metoprolol , diltiazem , propafenone ( since he had received this drug in the past ), and sparteine ( as a probe for the debrisoquine / sparteine type polymorphism of oxidative drug metabolism ). It was found that he was a poor metabolizer of all four drugs , indicating that their metabolism is under the same genetic control ."
debrisoquine,Chemical,debrisoquine
chunk_184,TextChunk,"Therefore , patients belonging to the poor - metabolizer phenotype of sparteine / debrisoquine polymorphism in drug metabolism , which constitutes 6 ."
chunk_185,TextChunk,"4 % of the German population , may experience adverse drug reactions"
adverse drug reactions,Disease,adverse drug reactions
chunk_186,TextChunk,Triazolam - induced brief episodes of secondary mania in a depressed patient .
Triazolam,Chemical,Triazolam
mania,Disease,mania
depressed,Disease,depressed
chunk_187,TextChunk,Large doses of triazolam repeatedly induced brief episodes of mania in a depressed elderly woman .
triazolam,Chemical,triazolam
chunk_188,TextChunk,Features of organic mental disorder ( delirium ) were not present .
organic mental disorder,Disease,organic mental disorder
delirium,Disease,delirium
chunk_189,TextChunk,Manic excitement was coincident with the duration of action of triazolam .
Manic,Disease,Manic
chunk_190,TextChunk,The possible contribution of the triazolo
triazolo,Chemical,triazolo
chunk_191,TextChunk,On the mechanisms of the development of tolerance to the muscular rigidity produced by morphine in rats .
muscular rigidity,Disease,muscular rigidity
morphine,Chemical,morphine
chunk_192,TextChunk,The development of tolerance to the muscular rigidity produced by morphine was studied in rats .
chunk_193,TextChunk,Saline - pretreated controls given a test dose of morphine ( 20 mg / kg i .
chunk_194,TextChunk,p .) showed a pronounced rigidity recorded as tonic activity in the electromyogram .
rigidity,Disease,rigidity
chunk_195,TextChunk,"Rats treated for 11 days with morphine and withdrawn for 36 - 40 h showed differences in the development of tolerance : about half of the animals showed a rigidity after the test dose of morphine that was not significantly less than in the controls and were akinetic ( A group ). The other rats showed a strong decrease in the rigidity and the occurrence of stereotyped ( S ) licking and / or gnawing in presence of akinetic or hyperkinetic ( K ) behaviour ( AS / KS group ), suggesting signs of dopaminergic activation ."
akinetic,Disease,akinetic
hyperkinetic,Disease,hyperkinetic
chunk_196,TextChunk,The rigidity was considerably decreased in both groups after 20 days ' treatment .
chunk_197,TextChunk,"In a further series of experiments , haloperidol ( 0 ."
haloperidol,Chemical,haloperidol
chunk_198,TextChunk,2 mg / kg i .
chunk_199,TextChunk,p .) was used in order to block the dopaminergic activation and to estimate the real degree of the tolerance to the rigidity without any dopaminergic interference .
chunk_200,TextChunk,Haloperidol enhanced the rigidity in the A group .
Haloperidol,Chemical,Haloperidol
chunk_201,TextChunk,"However , the level in the AS / KS group remained considerably lower than in the A group ."
chunk_202,TextChunk,"The results suggest that rigidity , which is assumed to be due to an action of morphine in the striatum , can be antagonized by another process leading to dopaminergic activation in the striatum ."
chunk_203,TextChunk,"Nevertheless , there occurs some real tolerance to this effect ."
chunk_204,TextChunk,The rapid alternations of rigidity
chunk_205,TextChunk,Compression neuropathy of the radial nerve due to pentazocine - induced fibrous myopathy .
Compression neuropathy of the radial nerve,Disease,Compression neuropathy of the radial nerve
pentazocine,Chemical,pentazocine
fibrous myopathy,Disease,fibrous myopathy
chunk_206,TextChunk,"Fibrous myopathy is a common , well - known side effect of repeated pentazocine injection ."
Fibrous myopathy,Disease,Fibrous myopathy
chunk_207,TextChunk,"However , compression neuropathy due to fibrotic muscle affected by pentazocine - induced myopathy has not previously been reported ."
compression neuropathy,Disease,compression neuropathy
myopathy,Disease,myopathy
chunk_208,TextChunk,"In a 37 - year - old woman with documented pentazocine - induced fibrous myopathy of triceps and deltoid muscles bilaterally and a three - week history of right wrist drop , electrodiagnostic examination showed a severe but partial lesion of the right radial nerve distal to the branches to the triceps , in addition to the fibrous myopathy"
chunk_209,TextChunk,Recurrent reversible acute renal failure from amphotericin .
acute renal failure,Disease,acute renal failure
amphotericin,Chemical,amphotericin
chunk_210,TextChunk,A patient with cryptogenic cirrhosis and disseminated sporotrichosis developed acute renal failure immediately following the administration of amphotericin B on four separate occasions .
cirrhosis,Disease,cirrhosis
sporotrichosis,Disease,sporotrichosis
amphotericin B,Chemical,amphotericin B
chunk_211,TextChunk,The abruptness of the renal failure and its reversibility within days suggests that there was a functional component to the renal dysfunction .
renal dysfunction,Disease,renal dysfunction
chunk_212,TextChunk,"We propose that amphotericin , in the setting of reduced effective arterial volume , may activate tubuloglomerular feedback , thereby contributing to acute renal failure"
chunk_213,TextChunk,Pneumonitis with pleural and pericardial effusion and neuropathy during amiodarone therapy .
pleural and pericardial effusion,Disease,pleural and pericardial effusion
neuropathy,Disease,neuropathy
amiodarone,Chemical,amiodarone
chunk_214,TextChunk,"A patient with sinuatrial disease and implanted pacemaker was treated with amiodarone ( maximum dose 1000 mg , maintenance dose 800 mg daily ) for 10 months , for control of supraventricular tachyarrhythmias ."
sinuatrial disease,Disease,sinuatrial disease
supraventricular tachyarrhythmias,Disease,supraventricular tachyarrhythmias
chunk_215,TextChunk,"He developed pneumonitis , pleural and pericardial effusions , and a predominantly proximal motor neuropathy ."
pneumonitis,Disease,pneumonitis
pleural and pericardial effusions,Disease,pleural and pericardial effusions
proximal motor neuropathy,Disease,proximal motor neuropathy
chunk_216,TextChunk,Immediate but gradual improvement followed withdrawal of amiodarone and treatment with prednisolone .
prednisolone,Chemical,prednisolone
chunk_217,TextChunk,"Review of this and previously reported cases indicates the need for early diagnosis of amiodarone pneumonitis , immediate withdrawal of amiodarone , and prompt but continued steroid"
amiodarone pneumonitis,Disease,amiodarone pneumonitis
steroid,Chemical,steroid
chunk_218,TextChunk,Indomethacin - induced renal insufficiency : recurrence on rechallenge .
Indomethacin,Chemical,Indomethacin
renal insufficiency,Disease,renal insufficiency
chunk_219,TextChunk,"We have reported a case of acute oliguric renal failure with hyperkalemia in a patient with cirrhosis , ascites , and cor pulmonale after indomethacin therapy ."
hyperkalemia,Disease,hyperkalemia
ascites,Disease,ascites
cor pulmonale,Disease,cor pulmonale
indomethacin,Chemical,indomethacin
chunk_220,TextChunk,"Prompt restoration of renal function followed drug withdrawal , while re - exposure to a single dose of indomethacin caused recurrence of acute reversible oliguria ."
oliguria,Disease,oliguria
chunk_221,TextChunk,Our case supports the hypothesis that endogenous renal prostaglandins play a role in the maintenance of renal blood flow when circulating plasma volume is diminished .
prostaglandins,Chemical,prostaglandins
chunk_222,TextChunk,Since nonsteroidal anti - inflammatory agents interfere with this compensatory mechanism and may cause acute renal failure
chunk_223,TextChunk,Comparison of the subjective effects and plasma concentrations following oral and i .
chunk_224,TextChunk,m .
chunk_225,TextChunk,administration of flunitrazepam in volunteers .
flunitrazepam,Chemical,flunitrazepam
chunk_226,TextChunk,Flunitrazepam 0 .
Flunitrazepam,Chemical,Flunitrazepam
chunk_227,TextChunk,"5 , 1 ."
chunk_228,TextChunk,0 or 2 .
chunk_229,TextChunk,0 mg was given by the oral or i .
chunk_230,TextChunk,m .
chunk_231,TextChunk,routes to groups of volunteers and its effects compared .
chunk_232,TextChunk,"Plasma concentrations of the drug were estimated by gas - liquid chromatography , in a smaller number of the subjects ."
chunk_233,TextChunk,"The most striking effect was sedation which increased with the dose , 2 mg producing deep sleep although the subjects could still be aroused ."
chunk_234,TextChunk,The effects of i .
chunk_235,TextChunk,m .
chunk_236,TextChunk,administration were apparent earlier and sometimes lasted longer than those following oral administration .
chunk_237,TextChunk,"Dizziness was less marked than sedation , but increased with the dose ."
Dizziness,Disease,Dizziness
chunk_238,TextChunk,There was pain on i .
chunk_239,TextChunk,m .
chunk_240,TextChunk,injection of flunitrazepam
chunk_241,TextChunk,Changes in heart size during long - term timolol treatment after myocardial infarction .
timolol,Chemical,timolol
chunk_242,TextChunk,"The effect of long - term timolol treatment on heart size after myocardial infarction was evaluated by X - ray in a double - blind study including 241 patients ( placebo 126 , timolol 115 ). The follow - up period was 12 months ."
chunk_243,TextChunk,The timolol - treated patients showed a small but significant increase in heart size from baseline in contrast to a decrease in the placebo group .
chunk_244,TextChunk,These differences may be caused by timolol - induced bradycardia and a compensatory increase in end - diastolic volume .
bradycardia,Disease,bradycardia
chunk_245,TextChunk,The timolol - related increase in heart size was observed only in patients with normal and borderline heart size .
chunk_246,TextChunk,"In patients with cardiomegaly , the increase in heart size was similar in both groups ."
cardiomegaly,Disease,cardiomegaly
chunk_247,TextChunk,"After re - infarction , heart size increased in the placebo group and remained unchanged in the timolol"
infarction,Disease,infarction
chunk_248,TextChunk,Vitamin D3 toxicity in dairy cows .
Vitamin D3 toxicity,Disease,Vitamin D3 toxicity
chunk_249,TextChunk,Large parenteral doses of vitamin D3 ( 15 to 17 .
vitamin D3,Chemical,vitamin D3
chunk_250,TextChunk,"5 x 10 ( 6 ) IU vitamin D3 ) were associated with prolonged hypercalcemia , hyperphosphatemia , and large increases of vitamin D3 and its metabolites in the blood plasma of nonlactating nonpregnant and pregnant Jersey cows ."
hypercalcemia,Disease,hypercalcemia
hyperphosphatemia,Disease,hyperphosphatemia
chunk_251,TextChunk,Calcium concentrations 1 day postpartum were higher in cows treated with vitamin D3 about 32 days prepartum ( 8 .
Calcium,Chemical,Calcium
chunk_252,TextChunk,8 mg / 100 ml ) than in control cows ( 5 .
chunk_253,TextChunk,"5 mg / 100 ml ). of the cows treated with vitamin D3 showed signs of milk fever during the peripartal period ; however , 22 % of the control cows developed clinical signs of milk fever during this period ."
milk fever,Disease,milk fever
chunk_254,TextChunk,"Signs of vitamin D3 toxicity were not observed in nonlactating nonpregnant cows ; however , pregnant cows commonly developed severe signs of vitamin D3 toxicity and 10 of 17 cows died ."
vitamin D3 toxicity,Disease,vitamin D3 toxicity
chunk_255,TextChunk,There was widespread metastatic calcification in the cows that died .
chunk_256,TextChunk,"Because of the extreme toxicity of vitamin D3 in pregnant Jersey cows and the low margin of safety between doses of vitamin D3 that prevent milk fever and doses that induce milk fever , we concluded that vitamin D3 cannot be used practically to prevent milk fever"
chunk_257,TextChunk,Diseases of peripheral nerves as seen in the Nigerian African .
Diseases of peripheral nerves,Disease,Diseases of peripheral nerves
